"","ntrips_id","island","site","landing_site","ext_worker","date","worked_y.n","reason_not_fishing","other_reason","surface_gillnet","circular_net","purse_seine","surface_gillnet_seine","demersal_gillnet","spear_fishing","hook_line","hook_line_shore"
"644","uuid:913da29d-1288-423b-97af-806bfbe1a19a","PC","BM","bumbu-abelha","regina","2022-07-29","sim",NA,NA,0,0,0,0,0,0,1,0
"645","uuid:d8765690-6368-472a-b96b-71fbe8e25636","PC","BM","bumbu-abelha","regina","2022-08-09","sim",NA,NA,0,0,1,0,0,3,5,1
"646","uuid:9cc5a6a5-1520-47a8-9115-f6d6b3fd0bdc","PC","BM","bumbu-abelha","regina","2022-08-12","pessoal",NA,NA,0,0,0,0,0,0,0,0
"647","uuid:f0583540-8b8d-4f5a-be6d-ac9b69274b3b","PC","BM","bumbu-abelha","regina","2022-08-16","nao-pesca",NA,NA,0,0,0,0,0,0,0,0
"648","uuid:87a0e531-8829-4b96-a67e-ac67bc6a9780","PC","BM","bumbu-abelha","regina","2022-08-19","nao-pesca","outra","O mar  est· muito sojo e mau",0,0,0,0,0,0,0,0
"649","uuid:887b61ec-2eb8-4422-bb70-8864edc0e450","PC","BM","bumbu-abelha","regina","2022-08-23","nao-pesca","outra","Mar est· sojo e mau",0,0,0,0,0,0,0,0
"650","uuid:300fdb92-110b-4e06-96d1-054936fa0a48","PC","BM","bumbu-abelha","regina","2022-08-27","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"651","uuid:d3a3245e-fb41-49b8-9c00-80f2f2823637","PC","BM","bumbu-abelha","regina","2022-08-30","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"652","uuid:89d37676-1770-483a-ac48-a2a2f80534c1","PC","BM","bumbu-abelha","regina","2022-09-06","sim",NA,NA,8,0,0,0,0,0,1,1
"653","uuid:5fd8df45-3e18-45d1-a18d-24484bb0388c","PC","BM","bumbu-abelha","regina","2022-09-20","sim",NA,NA,0,0,0,0,0,2,1,0
"654","uuid:4ee65268-f16e-40b0-a377-c296ee78bd38","PC","BM","bumbu-abelha","regina","2022-09-24","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"655","uuid:3f38164e-facb-4e5f-91d6-9a6180974790","PC","BM","bumbu-abelha","regina","2022-09-27","nao-pesca","outra","Mar estava sojo",0,0,0,0,0,0,0,0
"656","uuid:3d030722-663d-4810-ac6a-7c10cad1a255","PC","BM","bumbu-abelha","regina","2022-09-30","sim",NA,NA,0,0,0,0,0,0,1,5
"657","uuid:31eb0b2c-bcf7-43bb-abfa-0b136b8f5184","PC","BM","bumbu-abelha","regina","2022-10-04","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"658","uuid:f4f0ebf7-b038-4441-aaad-218fa550b0f2","PC","BM","bumbu-abelha","regina","2022-10-07","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"659","uuid:30044130-00f8-45d3-b94d-4292aedee035","PC","BM","bumbu-abelha","regina","2022-10-11","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"660","uuid:377bec3c-0766-4155-9662-be8ae22db634","PC","BM","bumbu-abelha","regina","2022-12-09","sim",NA,NA,0,0,0,0,0,2,1,0
"661","uuid:41e583ef-1515-4f4f-b547-f6ed0691a0e4","PC","BM","bumbu-abelha","regina","2022-12-20","sim",NA,NA,0,0,0,0,0,3,0,0
"662","uuid:4ebf5a4c-b3d2-462e-bd7f-a8d0e1fea166","PC","BM","bumbu-abelha","regina","2022-12-30","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"663","uuid:b3495356-0aa4-4371-9dda-6d35d78d673a","PC","BM","bumbu-abelha","regina","2023-01-20","sim",NA,NA,0,0,0,0,0,0,0,4
"664","uuid:509825e4-666f-466a-b9df-99c38935ac02","PC","BM","bumbu-abelha","regina","2023-01-27","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"665","uuid:6561a587-b7ea-47e5-bed1-374fd2e7fda9","PC","BM","bumbu-abelha","regina","2023-02-07","sim",NA,NA,0,0,0,0,0,2,8,0
"666","uuid:3bce689b-31e8-4067-bba2-b9c86e2a7129","PC","BM","bumbu-abelha","regina","2023-02-10","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"667","uuid:02309d49-5a29-4f01-beb3-6222bffddfe7","PC","BM","bumbu-abelha","regina","2023-02-14","sim",NA,NA,0,0,0,0,0,1,0,0
"668","uuid:480fbedd-d12f-46a0-a66f-d25783f94d1b","PC","BM","bumbu-abelha","regina","2023-02-17","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"669","uuid:7497e470-eaaa-4d4a-abb8-d9fb5c6dd27e","PC","BM","bumbu-abelha","regina","2023-02-21","sim",NA,NA,0,0,0,0,0,1,1,1
"670","uuid:c726bdbc-7419-4fff-b542-c31657228edd","PC","BM","bumbu-abelha","regina","2023-02-24","sim",NA,NA,0,0,0,0,0,0,1,0
"671","uuid:a53cd955-ead5-4a7b-b8b2-2edd23983984","PC","BM","bumbu-abelha","regina","2023-03-07","sim",NA,NA,0,0,0,0,0,2,0,0
"672","uuid:a65476b9-f54a-44d1-bb63-d7c331327789","PC","BM","bumbu-abelha","regina","2023-03-10","sim",NA,NA,0,0,0,0,0,1,0,0
"673","uuid:619ed9f3-33ae-4dee-9280-abd9a2771a65","PC","BM","bumbu-abelha","regina","2023-03-14","sim",NA,NA,0,0,0,0,0,1,0,3
"674","uuid:c6009143-0235-41a7-85da-3883e353e804","PC","BM","bumbu-abelha","regina","2023-03-21","sim",NA,NA,0,0,0,0,0,1,0,1
"675","uuid:b5b61064-dac0-433a-9a31-c7d62fb410cc","PC","BM","bumbu-abelha","regina","2023-04-11","sim",NA,NA,0,0,0,0,0,1,0,3
"676","uuid:25bc0cb3-d82d-4760-8be6-941c23fc3441","PC","BM","bumbu-abelha","regina","2023-04-14","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"677","uuid:0fddfc47-7fb5-4fd2-9358-5baf8ef4b13f","PC","BM","bumbu-abelha","regina","2023-04-18","nao-pesca","outra","Pescador n√£o foram  a√∏ mar",0,0,0,0,0,0,0,0
"678","uuid:8b16f441-d53a-4c47-ae09-d65acf2b2af1","PC","BM","bumbu-abelha","regina","2023-04-21","nao-pesca","outra","Os pescador n√£o foram a pesca",0,0,0,0,0,0,0,0
"679","uuid:60414265-e76a-4b3d-9503-31d08dba2f80","PC","BM","bumbu-abelha","regina","2023-04-25","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"680","uuid:2c9f6d13-eb06-49cb-b67a-61f6f41b6af3","PC","BM","bumbu-abelha","regina","2023-04-28","sim",NA,NA,0,0,0,0,0,1,1,1
"681","uuid:47f3249b-e718-4bee-8015-8d3c88fa8d8f","PC","BM","bumbu-abelha","regina","2023-05-02","nao-pesca","outra","Os,pescadores










N√£o  fora?




   






a pesca por causa do estado do mar  est√° m√£o e grande",0,0,0,0,0,0,0,0
"682","uuid:5e79d52f-4bce-4ac6-ae2b-ebbeb180000d","PC","BM","bumbu-abelha","regina","2023-05-05","nao-pesca","outra","O mar est√° mui m√•o",0,0,0,0,0,0,0,0
"683","uuid:cf208253-bfad-40c6-8d1b-8c3b1f9dbef7","PC","BM","bumbu-abelha","regina","2023-05-09","sim",NA,NA,8,0,0,0,0,1,0,0
"684","uuid:59f03231-efb5-4663-ba55-332e6dc4cc39","PC","BM","bumbu-abelha","regina","2023-05-12","sim",NA,NA,0,0,0,0,0,2,2,0
"685","uuid:11afcc7d-7328-4681-8822-efcec7fb5e30","PC","BM","bumbu-abelha","regina","2023-05-16","nao-pesca","outra","Moita chuva",0,0,0,0,0,0,0,0
"686","uuid:24cd9649-0a97-4c1b-b133-46c55d1c3493","PC","BM","bumbu-abelha","regina","2023-05-19","sim",NA,NA,0,0,0,0,0,2,0,0
"687","uuid:43ddccb3-4012-441b-a1c2-fd3326dc21d4","PC","BM","bumbu-abelha","regina","2023-05-23","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"688","uuid:743a88ae-29e6-49d0-8939-56c3d3f508de","PC","BM","bumbu-abelha","regina","2023-05-26","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"689","uuid:d4414fe5-947b-45ca-974f-55f1e0869db3","PC","BM","bumbu-abelha","regina","2023-05-30","nao-pesca","outra","Mar est√° mau",0,0,0,0,0,0,0,0
"690","uuid:18dc2245-e5f9-4eb8-9164-c104d1ec0148","PC","BM","bumbu-abelha","regina","2023-06-02","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"691","uuid:0d1e2c78-13de-4b54-8d84-e7e1a094203e","PC","BM","bumbu-abelha","regina","2023-06-06","nao-pesca","outra","Mar est√° sojo e mau",0,0,0,0,0,0,0,0
"692","uuid:c84519e1-af37-4e7d-9d88-c20f318a45dc","PC","BM","bumbu-abelha","regina","2023-06-09","sim",NA,NA,0,0,0,0,0,0,0,2
"693","uuid:208efe90-c2bf-495d-af9d-cd83558d6a22","PC","BM","bumbu-abelha","regina","2023-06-13","sim",NA,NA,0,0,0,0,0,4,0,0
"694","uuid:0e2c0c44-1e2e-4aa5-a1b9-efdc2a50ccf9","PC","BM","bumbu-abelha","regina","2023-06-16","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"695","uuid:280292fd-28d0-4dcb-aa2c-1aeee55599fe","PC","BM","bumbu-abelha","jezuina","2023-06-20","nao-pesca","outra","Mar mau sojo",0,0,0,0,0,0,0,0
"696","uuid:3cf06921-5c18-4209-bd1b-677e1a96f13c","PC","BM","bumbu-abelha","regina","2023-06-23","nao-pesca","nao-combustvel, outra","Mar est√° sojo e mau",0,0,8,0,0,0,0,0
"697","uuid:ab489ea5-79ca-4d7d-b4f9-2d7c6e94df49","PC","BM","bumbu-abelha","regina","2023-06-30","sim",NA,NA,0,0,0,0,0,0,1,1
"698","uuid:1f9d9755-2ecc-4c44-8fb8-0e5512608b52","PC","BM","bumbu-abelha","regina","2023-07-04","sim",NA,NA,0,0,0,0,0,1,0,0
"699","uuid:99d72095-6392-49ef-b95a-337dbcbe868e","PC","BM","bumbu-abelha","regina","2023-07-11","pessoal",NA,NA,0,0,0,0,0,0,0,0
"700","uuid:383b9133-bf41-403a-a899-87c23d4b803c","PC","BM","bumbu-abelha","regina","2023-07-14","pessoal",NA,NA,0,0,0,0,0,0,0,0
"701","uuid:4f82b4ba-61c5-4786-9e29-7107357f8d8b","PC","BM","bumbu-abelha","regina","2023-07-18","sim",NA,NA,0,0,0,0,0,2,1,4
"702","uuid:77496b71-222f-456a-8a07-ddf132d6419e","PC","BM","bumbu-abelha","regina","2023-07-28","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"703","uuid:587592ba-99ed-4f52-8c2e-36b4385d79ab","PC","BM","bumbu-abelha","regina","2023-08-01","nao-pesca","outra","Mar est√° muito ma√≤",0,0,0,0,0,0,0,0
"704","uuid:9904609b-bfdb-4e7f-896f-d7215c8a3a23","PC","BM","bumbu-abelha","regina","2023-08-04","sim",NA,NA,0,0,0,0,0,1,0,0
"705","uuid:d5912c5c-3a99-4110-a485-14db2ca13c74","PC","BM","bumbu-abelha","regina","2023-08-08","nao-pesca","outra","Mar est√° muito mau",0,0,0,0,0,0,0,0
"706","uuid:092b4586-ec57-4aaa-9cca-6ce9118f2072","PC","BM","bumbu-abelha","miltom","2023-08-11","nao-pesca",NA,NA,0,0,0,0,0,0,0,0
"707","uuid:44fe5298-ce49-46f1-8e1d-8b2724f36718","PC","BM","bumbu-abelha","regina","2023-08-15","nao-pesca","outra","Mar est√° mau e sojo",0,0,0,0,0,0,0,0
"708","uuid:91d16157-32a4-4494-bbdd-32aac76a2606","PC","BM","bumbu-abelha","regina","2023-08-18","nao-pesca","outra","Chuva mar est√° sojo  e mau",0,0,0,0,0,0,0,0
"709","uuid:5581a98a-21e7-4755-91a3-11f927dfbb3c","PC","BM","bumbu-abelha","regina","2023-08-25","nao-pesca","outra","Mar est√° mau",0,0,0,0,0,0,0,0
"710","uuid:67c22f9a-0b30-485c-8fa6-f7b59114a6c8","PC","BM","bumbu-abelha","regina","2023-08-29","nao-pesca","outra","Mau est√° muito mau",0,0,0,0,0,0,0,0
"711","uuid:25309010-4216-4dcd-a637-4c40d8fe23d4","PC","BM","bumbu-abelha","regina","2023-09-01","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"712","uuid:304e1a3f-67ff-41f3-86f4-5f3e33ee0c6b","PC","BM","bumbu-abelha","regina","2023-09-05","sim",NA,NA,0,0,0,0,0,0,1,0
"713","uuid:c45c120e-34cc-46de-91bf-754cd7bb247a","PC","BM","bumbu-abelha","regina","2023-09-08","nao-pesca","outra","Mar est√° muito mau",0,0,0,0,0,0,0,0
"714","uuid:9323e8fe-5304-44c8-9b61-6aca4d54034d","PC","BM","bumbu-abelha","regina","2023-09-12","nao-pesca","outra","Mar est√° muito mau e com muito vento",0,0,0,0,0,0,0,0
"715","uuid:fc8a74d0-44cc-4a53-933e-bb99808b99fc","PC","BM","bumbu-abelha",NA,"2023-09-15","nao-pesca","outra","Mar est√° muito mau e sojo",0,0,0,0,0,0,0,0
"716","uuid:946d3c3a-04ef-4490-a965-8eac3b3d03d3","PC","BM","bumbu-abelha",NA,"2023-09-19","nao-pesca","outra","Mar mau   e sojo",0,0,0,0,0,0,0,0
"717",NA,"PC","BU","burras","herlanda","2019-08-06","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"718",NA,"PC","BU","burras","herlanda","2019-08-13","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"719",NA,"PC","BU","burras","herlanda","2019-08-16","nao-pesca","mal-tempo",NA,NA,NA,NA,0,NA,NA,NA,NA
"720",NA,"PC","BU","burras","herlanda","2019-08-27","nao-pesca","nao-combustvel",NA,NA,NA,NA,0,NA,NA,NA,NA
"721",NA,"PC","BU","burras","herlanda","2019-08-30","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"722",NA,"PC","BU","burras","herlanda","2019-09-03","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"723",NA,"PC","BU","burras","herlanda","2019-09-06","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"724",NA,"PC","BU","burras","herlanda","2019-09-10","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"725",NA,"PC","BU","burras","herlanda","2019-09-13","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"726",NA,"PC","BU","burras","herlanda","2019-09-17","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"727",NA,"PC","BU","burras","vitorino","2019-09-20","sim",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"728",NA,"PC","BU","burras","herlanda","2019-10-08","sim",NA,NA,6,0,0,0,0,0,0,0
"729",NA,"PC","BU","burras","herlanda","2019-10-11","pessoal",NA,NA,3,0,NA,0,NA,NA,0,NA
"730",NA,"PC","BU","burras","herlanda","2019-10-15","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"731",NA,"PC","BU","burras","herlanda","2019-10-18","sim",NA,NA,8,0,0,0,0,0,4,0
"732",NA,"PC","BU","burras","herlanda","2019-10-22","sim",NA,NA,3,0,0,0,0,0,0,0
"733",NA,"PC","BU","burras","herlanda","2019-10-29","sim",NA,NA,5,0,2,0,1,0,1,0
"734",NA,"PC","BU","burras","herlanda","2019-11-01","sim",NA,NA,5,0,0,0,1,0,1,0
"735",NA,"PC","BU","burras","herlanda","2019-11-05","sim",NA,NA,6,0,0,0,0,1,3,0
"736",NA,"PC","BU","burras","herlanda","2019-11-08","sim",NA,NA,5,0,0,0,0,NA,1,0
"737",NA,"PC","BU","burras","herlanda","2019-11-12","sim",NA,NA,4,0,0,0,0,0,0,0
"738",NA,"PC","BU","burras","herlanda","2019-11-15","sim",NA,NA,0,0,2,0,1,1,3,0
"739",NA,"PC","BU","burras","herlanda","2019-11-19","sim",NA,NA,0,0,1,0,1,1,4,0
"740",NA,"PC","BU","burras","herlanda","2019-11-22","sim",NA,NA,4,0,1,0,0,0,5,0
"741",NA,"PC","BU","burras","herlanda","2019-11-26","sim",NA,NA,3,0,1,0,2,1,4,0
"742",NA,"PC","BU","burras","herlanda","2019-11-29","sim",NA,NA,4,0,0,0,0,0,3,0
"743",NA,"PC","BU","burras","herlanda","2019-12-03","sim",NA,NA,6,0,0,0,1,0,2,0
"744",NA,"PC","BU","burras","herlanda","2019-12-06","sim",NA,NA,2,0,0,0,1,1,3,0
"745",NA,"PC","BU","burras","herlanda","2019-12-10","sim",NA,NA,4,0,0,0,0,0,6,0
"746",NA,"PC","BU","burras","herlanda","2019-12-13","sim",NA,NA,0,0,0,0,0,1,4,0
"747",NA,"PC","BU","burras","herlanda","2019-12-17","sim",NA,NA,0,0,1,0,0,0,0,0
"748",NA,"PC","BU","burras","herlanda","2019-12-20","sim",NA,NA,3,0,0,0,0,0,0,0
"749",NA,"PC","BU","burras","herlanda","2019-12-24","sim",NA,NA,0,0,1,0,1,0,1,0
"750",NA,"PC","BU","burras","herlanda","2019-12-31","sim",NA,NA,0,0,0,0,1,0,6,0
"751",NA,"PC","BU","burras","herlanda","2020-01-03","sim",NA,NA,0,0,0,0,0,1,1,0
"752",NA,"PC","BU","burras","herlanda","2020-01-07","sim",NA,NA,0,0,1,0,0,0,3,0
"753",NA,"PC","BU","burras","herlanda","2020-01-10","sim",NA,NA,0,0,1,0,1,1,1,0
"754",NA,"PC","BU","burras","herlanda","2020-01-14","sim",NA,NA,0,0,0,0,0,0,3,0
"755",NA,"PC","BU","burras","herlanda","2020-01-17","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"756",NA,"PC","BU","burras","herlanda","2020-01-21","sim",NA,NA,1,0,2,0,0,0,4,0
"757",NA,"PC","BU","burras","herlanda","2020-01-24","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"758",NA,"PC","BU","burras","herlanda","2020-01-28","sim",NA,NA,0,0,1,0,0,1,4,0
"759",NA,"PC","BU","burras","herlanda","2020-01-31","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"760",NA,"PC","BU","burras","herlanda","2020-02-04","sim",NA,NA,0,0,1,0,0,0,0,0
"761",NA,"PC","BU","burras","herlanda","2020-02-07","sim",NA,NA,4,0,1,0,0,0,1,0
"762",NA,"PC","BU","burras","herlanda","2020-02-11","sim",NA,NA,3,0,1,0,0,1,3,0
"763",NA,"PC","BU","burras","herlanda","2020-02-14","sim",NA,NA,2,0,0,0,0,0,0,0
"764",NA,"PC","BU","burras","herlanda","2020-02-18","sim",NA,NA,2,0,0,0,0,0,0,0
"765",NA,"PC","BU","burras","herlanda","2020-02-21","pessoal",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"766",NA,"PC","BU","burras","herlanda","2020-02-25","sim",NA,NA,3,0,0,0,0,0,0,0
"767",NA,"PC","BU","burras","herlanda","2020-03-06","sim",NA,NA,3,0,1,0,0,0,0,0
"768",NA,"PC","BU","burras","herlanda","2020-03-10","sim",NA,NA,2,0,0,0,0,0,0,0
"769",NA,"PC","BU","burras","herlanda","2020-03-24","sim",NA,NA,0,0,2,0,0,0,2,0
"770",NA,"PC","BU","burras","herlanda","2020-03-27","sim",NA,NA,2,0,2,0,0,0,3,0
"771",NA,"PC","BU","burras","herlanda","2020-04-03","sim",NA,NA,2,0,1,0,0,0,0,0
"772",NA,"PC","BU","burras","herlanda","2020-04-07","sim",NA,NA,3,0,2,0,0,0,0,0
"773",NA,"PC","BU","burras","herlanda","2020-04-10","sim",NA,NA,1,0,0,0,0,0,0,0
"774",NA,"PC","BU","burras","herlanda","2020-04-14","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"775",NA,"PC","BU","burras","herlanda","2020-04-17","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"776",NA,"PC","BU","burras","herlanda","2020-04-21","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"777",NA,"PC","BU","burras","herlanda","2020-04-24","sim",NA,NA,2,0,0,0,0,0,0,0
"778",NA,"PC","BU","burras","herlanda","2020-04-28","sim",NA,NA,6,0,0,0,0,0,0,0
"779",NA,"PC","BU","burras","herlanda","2020-05-01","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"780",NA,"PC","BU","burras","herlanda","2020-05-08","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"781",NA,"PC","BU","burras","herlanda","2020-05-19","sim",NA,NA,2,0,1,0,0,0,3,0
"782",NA,"PC","BU","burras","herlanda","2020-05-26","sim",NA,NA,3,0,0,0,0,0,0,0
"783",NA,"PC","BU","burras","herlanda","2020-05-29","sim",NA,NA,3,0,1,0,0,0,2,0
"784",NA,"PC","BU","burras","herlanda","2020-06-02","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"785",NA,"PC","BU","burras","herlanda","2020-06-05","sim",NA,NA,0,0,0,0,0,0,1,0
"786",NA,"PC","BU","burras","herlanda","2020-06-09","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"787",NA,"PC","BU","burras","herlanda","2020-06-23","sim",NA,NA,3,0,0,0,0,0,1,0
"788","uuid:9c524f82-58ae-4cb9-addf-b84e7656926a","PC","BU","burras","herlanda","2020-06-26","sim",NA,NA,0,0,1,0,0,0,3,0
"789","uuid:7b00327a-6a31-46ee-87bc-61fd00e26f6e","PC","BU","burras","herlanda","2020-06-30","sim",NA,NA,0,0,0,0,0,1,3,0
"790","uuid:5439d8d6-5074-401d-b14c-19509c0df355","PC","BU","burras","herlanda","2020-07-03","sim",NA,NA,1,0,0,0,0,0,1,0
"791","uuid:31c6618c-8cc9-4e48-b878-084345bc49da","PC","BU","burras","herlanda","2020-07-07","sim",NA,NA,4,0,0,0,0,0,1,0
"792","uuid:a35871b1-c90e-4651-a208-e10158de819b","PC","BU","burras","herlanda","2020-07-10","sim",NA,NA,2,0,1,0,0,1,4,0
"793","uuid:96248053-5269-42d2-998f-bb7f1772b015","PC","BU","burras","herlanda","2020-07-14","sim",NA,NA,2,0,0,0,0,0,5,0
"794","uuid:a85207ac-a133-4a23-a294-8077a158c953","PC","BU","burras","herlanda","2020-07-17","sim",NA,NA,3,0,0,0,0,0,4,4
"795","uuid:4502cbbf-7b39-49e7-a7af-80c70131dd47","PC","BU","burras","herlanda","2020-07-21","sim",NA,NA,2,0,0,0,0,0,2,0
"796","uuid:8eebf6c2-a19d-4798-a4e3-5534d1b38b37","PC","BU","burras","herlanda","2020-07-24","sim",NA,NA,0,0,0,0,0,0,6,0
"797","uuid:1bd39f3b-9fba-40cb-8231-bae06db1ae33","PC","BU","burras","herlanda","2020-07-28","sim",NA,NA,1,0,0,0,0,0,1,0
"798","uuid:6f96fcde-d050-4ccb-94e3-3ffd381e63e9","PC","BU","burras","herlanda","2020-08-04","sim",NA,NA,1,0,1,0,0,0,2,0
"799","uuid:d47cad5f-6a18-4521-abeb-9d8918bb81bd","PC","BU","burras","herlanda","2020-08-07","pessoal",NA,NA,0,0,0,0,0,0,0,0
"800","uuid:ff814278-cba9-4dd8-b73d-d3eb98466a16","PC","BU","burras","herlanda","2020-08-11","sim",NA,NA,3,0,0,0,0,0,3,0
"801","uuid:9b6e37e7-51db-4a29-b369-d426c1665e1a","PC","BU","burras","herlanda","2020-08-14","sim",NA,NA,3,0,0,0,0,1,2,0
"802","uuid:82bac70b-e07b-40a2-a699-3f9abc1d4c01","PC","BU","burras","herlanda","2020-08-18","sim",NA,NA,0,0,0,0,0,0,2,0
"803","uuid:21df84ba-d608-4905-95c2-cd0bd91b83f1","PC","BU","burras","herlanda","2020-08-21","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"804","uuid:c7343985-2b31-41c1-afe8-d08857e3b78b","PC","BU","burras","herlanda","2020-08-25","sim",NA,NA,3,0,1,0,0,0,0,0
"805","uuid:215535ce-7046-4bb2-a2a9-d6c77f9ecc44","PC","BU","burras","herlanda","2020-08-28","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"806","uuid:187c2c6b-c758-4649-8036-6a0169ad7e44","PC","BU","burras","herlanda","2020-08-31","sim",NA,NA,0,0,1,0,0,0,5,0
"807","uuid:9bae365c-658a-4c7a-9a29-78bb14ea6e3e","PC","BU","burras","herlanda","2020-09-01","sim",NA,NA,0,0,0,0,1,0,3,0
"808","uuid:2ea257d6-c486-489c-baf5-8caaabfca1ce","PC","BU","burras","herlanda","2020-09-04","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"809","uuid:a5017c63-2c78-42e6-ad9a-b29d08537829","PC","BU","burras","herlanda","2020-09-08","sim",NA,NA,0,0,0,0,0,0,2,0
"810","uuid:83507893-e604-4ab7-a4b9-40395c4c4f88","PC","BU","burras","herlanda","2020-09-11","sim",NA,NA,0,0,0,0,0,0,4,0
"811","uuid:4dae4252-905f-45ff-abdb-6329c203b0a5","PC","BU","burras","herlanda","2020-09-15","sim",NA,NA,0,0,0,0,0,0,4,0
"812","uuid:8ba8bcbf-8c62-427e-b697-0708510288c6","PC","BU","burras","herlanda","2020-09-18","sim",NA,NA,0,0,0,0,0,0,4,0
"813","uuid:eb6ccc68-1362-4336-9c19-8af25751b4c4","PC","BU","burras","herlanda","2020-09-22","sim",NA,NA,0,0,0,0,0,0,2,0
"814","uuid:3347950a-2f2e-4a74-ac23-45a203f23d28","PC","BU","burras","herlanda","2020-09-25","sim",NA,NA,4,0,0,0,0,0,0,0
"815","uuid:b1eea8b1-60f1-4835-b7f3-d5ab4783c88b","PC","BU","burras","herlanda","2020-09-29","sim",NA,NA,0,0,1,0,0,0,1,0
"816","uuid:b31b1bbb-f133-4de9-91d7-9e82f354aec7","PC","BU","burras","herlanda","2020-10-02","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"817","uuid:3e29628c-27e8-4376-bbf8-b8a10f031052","PC","BU","burras","herlanda","2020-10-06","sim",NA,NA,2,0,0,0,0,1,0,0
"818","uuid:c739e057-b7bc-4930-922f-8809495bc96a","PC","BU","burras","herlanda","2020-10-09","sim",NA,NA,3,0,1,0,0,0,1,0
"819","uuid:0e613d28-dbb0-4ced-a31e-7ad2ce6b00f6","PC","BU","burras","herlanda","2020-10-13","sim",NA,NA,3,0,0,0,0,0,1,0
"820","uuid:96137cda-2f3e-47f3-b761-96ec3abd9583","PC","BU","burras","herlanda","2020-10-16","sim",NA,NA,0,0,1,0,0,1,0,0
"821","uuid:ab084ed0-85ad-4685-bf4a-f27944051b07","PC","BU","burras","herlanda","2020-10-20","sim",NA,NA,2,0,0,0,0,0,0,0
"822","uuid:39635d1b-3271-4857-867f-88d805a53429","PC","BU","burras","herlanda","2020-10-23","sim",NA,NA,3,0,1,0,0,1,1,0
"823","uuid:5fa4e759-0de7-4d85-ad6d-2b3e102555bd","PC","BU","burras","herlanda","2020-10-27","sim",NA,NA,2,0,1,0,0,2,2,0
"824","uuid:49a32da8-c7bd-4ae6-8315-ad691954ab20","PC","BU","burras","herlanda","2020-11-03","sim",NA,NA,2,0,0,0,0,0,0,0
"825","uuid:a5cf7ff2-8559-475f-9408-ed7a27af4fb4","PC","BU","burras","herlanda","2020-11-06","sim",NA,NA,1,0,0,0,0,0,0,0
"826","uuid:752ebb8b-2908-4437-a2a8-ca50412fc235","PC","BU","burras","herlanda","2020-11-10","sim",NA,NA,2,0,1,0,0,0,1,0
"827","uuid:62d2cdc3-162f-48e9-8654-04583eda8920","PC","BU","burras","herlanda","2020-11-13","sim",NA,NA,3,0,0,0,0,0,0,0
