"","ntrips_id","island","site","landing_site","ext_worker","date","worked_y.n","reason_not_fishing","other_reason","surface_gillnet","circular_net","purse_seine","surface_gillnet_seine","demersal_gillnet","spear_fishing","hook_line","hook_line_shore"
"2073","uuid:b2b328f7-a4bc-49c3-8606-176033d4c9ff","PC","RI","ribeira-ize","jose-gomes","2020-12-08","sim",NA,NA,0,0,0,0,0,0,4,0
"2074","uuid:bb08edff-bf3f-4abb-9c92-007fac6553c1","PC","RI","ribeira-ize","jose-gomes","2020-12-11","sim",NA,NA,0,0,0,0,0,0,2,0
"2075","uuid:8970de43-c8e8-4c47-b15d-05e068bbd974","PC","RI","ribeira-ize","jose-gomes","2020-12-15","sim",NA,NA,0,0,0,0,0,1,3,0
"2076","uuid:0278213f-33b0-4335-9c39-3142a9c046fd","PC","RI","ribeira-ize","jose-gomes","2020-12-22","sim",NA,NA,0,0,0,0,0,0,2,0
"2077","uuid:7de97100-f552-4886-9075-01b4947d7c61","PC","RI","ribeira-ize","jose-gomes","2020-12-29","sim",NA,NA,0,0,0,0,0,0,2,0
"2078","uuid:e87d4b2c-cf36-4708-b437-fae0d80063b6","PC","RI","ribeira-ize","jose-gomes","2021-01-05","sim",NA,NA,0,0,0,0,0,0,1,0
"2079","uuid:cfa4f0a6-7d2c-4394-9af7-501eb609f3b8","PC","RI","ribeira-ize","jose-gomes","2021-01-08","sim",NA,NA,0,0,0,0,0,0,2,0
"2080","uuid:e159b235-0639-4001-80b0-16d8db6a5df0","PC","RI","ribeira-ize","jose-gomes","2021-01-12","sim",NA,NA,0,0,0,0,0,0,2,0
"2081","uuid:60ae7d52-d1b3-42ac-b7cb-f597826822cc","PC","RI","ribeira-ize","jose-gomes","2021-01-15","sim",NA,NA,0,0,0,0,0,0,4,0
"2082","uuid:e0b0fe35-0670-4b04-aea3-2ab16e5732cc","PC","RI","ribeira-ize","jose-gomes","2021-01-19","sim",NA,NA,0,0,0,0,0,0,2,0
"2083","uuid:2f85b762-d1c6-4627-a3e4-bb6a45d1a0a3","PC","RI","ribeira-ize","jose-gomes","2021-01-22","sim",NA,NA,0,0,0,0,0,0,1,0
"2084","uuid:d68604ea-00cd-407b-b45a-e3de0b8e1101","PC","RI","ribeira-ize","jose-gomes","2021-01-26","sim",NA,NA,0,0,0,0,0,0,2,0
"2085","uuid:7fd65902-b784-4989-ac86-6bb33025a1e0","PC","RI","ribeira-ize","jose-gomes","2021-01-29","sim",NA,NA,0,0,0,0,0,0,3,0
"2086","uuid:ec29bd76-14d5-470e-8838-e2c7c2c73fcf","PC","RI","ribeira-ize","jose-gomes","2021-02-02","sim",NA,NA,0,0,0,0,0,2,0,0
"2087","uuid:2df5bad0-a741-4470-9709-7c9d938659e1","PC","RI","ribeira-ize","jose-gomes","2021-02-05","sim",NA,NA,0,0,0,0,0,0,3,0
"2088","uuid:3763dea1-198f-4a6c-b1af-2798e4638641","PC","RI","ribeira-ize","jose-gomes","2021-02-09","sim",NA,NA,0,0,0,0,0,0,3,0
"2089","uuid:7e799433-d1ff-428c-9c11-67791da4045e","PC","RI","ribeira-ize","jose-gomes","2021-02-16","sim",NA,NA,0,0,0,0,0,0,1,0
"2090","uuid:77a855b1-8cd9-45ef-a8d2-af8e289a24e7","PC","RI","ribeira-ize","jose-gomes","2021-02-19","sim",NA,NA,0,0,0,0,0,0,2,0
"2091","uuid:e2648f98-6722-428c-b65e-ac8d65ef318d","PC","RI","ribeira-ize","jose-gomes","2021-02-23","nao-pesca","outra","Mar estava agitado n boca d praia",0,0,0,0,0,0,0,0
"2092","uuid:91716700-fefb-4e49-89ec-4feda7db953e","PC","RI","ribeira-ize","jose-gomes","2021-02-26","sim",NA,NA,0,0,0,0,0,0,3,0
"2093","uuid:0eda7b3d-0ca2-4dea-95b1-cb5ae6a1e611","PC","RI","ribeira-ize","jose-gomes","2021-03-02","sim",NA,NA,0,0,0,0,0,0,2,0
"2094","uuid:7ff9d2e7-3d7e-4c74-97c7-3b8583088b27","PC","RI","ribeira-ize","jose-gomes","2021-03-05","sim",NA,NA,0,0,0,0,0,0,1,0
"2095","uuid:4feec2b5-7ec7-472a-b23c-b959c9e08e01","PC","RI","ribeira-ize","jose-gomes","2021-03-09","sim",NA,NA,0,0,0,0,0,1,1,0
"2096","uuid:3b13783d-df4a-492b-8401-4d8b6718cab2","PC","RI","ribeira-ize","jose-gomes","2021-03-12","nao-pesca","outra","Mar estava muito agitado n boca d praia",0,0,0,0,0,0,0,0
"2097","uuid:07b065f7-2a0d-42f4-92cd-737caedaae01","PC","RI","ribeira-ize","jose-gomes","2021-03-16","sim",NA,NA,0,0,0,0,0,0,3,0
"2098","uuid:1665f04c-9af2-4003-bb2e-029c845f0c53","PC","RI","ribeira-ize","jose-gomes","2021-03-19","sim",NA,NA,0,0,0,0,0,0,3,0
"2099","uuid:33215667-8685-4f71-a649-e5c1bcf1d8f0","PC","RI","ribeira-ize","jose-gomes","2021-03-23","sim",NA,NA,0,0,0,0,0,0,3,0
"2100","uuid:3ab382e0-bda8-4eaa-912d-5ea54c34c266","PC","RI","ribeira-ize","jose-gomes","2021-03-26","sim",NA,NA,0,0,0,0,0,0,3,0
"2101","uuid:e493b597-9f9f-4040-8e6e-5ea1e61fd2da","PC","RI","ribeira-ize","jose-gomes","2021-03-30","sim",NA,NA,0,0,0,0,0,0,1,0
"2102","uuid:e16b0310-327a-4785-928c-23639434cd07","PC","RI","ribeira-ize","jose-gomes","2021-05-28","sim",NA,NA,0,0,0,0,0,0,2,0
"2103","uuid:c687002a-dd4d-49ec-a818-7f44a1b01255","PC","RI","ribeira-ize","jose-gomes","2021-06-04","sim",NA,NA,0,0,0,0,0,0,2,0
"2104","uuid:033a8132-b17b-4c28-9fe1-7bbf9281dbf7","PC","RI","ribeira-ize","jose-gomes","2021-06-08","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"2105","uuid:1bdba906-998f-4fe6-a7b6-5750dda81983","PC","RI","ribeira-ize","jose-gomes","2021-06-11","sim",NA,NA,0,0,0,0,0,0,2,0
"2106","uuid:ac34c533-9e91-4034-af7c-f398e44a51b7","PC","RI","ribeira-ize","jose-gomes","2021-06-15","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2107","uuid:4cca38ee-87e2-44b8-bcdf-2361da890216","PC","RI","ribeira-ize","jose-gomes","2021-06-18","sim",NA,NA,0,0,0,0,0,0,2,0
"2108","uuid:10b89e53-3abf-4e6c-8a5e-aa87226abe88","PC","RI","ribeira-ize","jose-gomes","2021-06-22","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"2109","uuid:d8495edc-f792-4304-8e25-56618a6ac16d","PC","RI","ribeira-ize","jose-gomes","2021-06-25","sim",NA,NA,0,0,0,0,0,0,1,0
"2110","uuid:6af7f8c7-93d1-4bf2-85dc-9f1beeab9e9d","PC","RI","ribeira-ize","jose-gomes","2021-06-29","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2111","uuid:be3c3048-fbc0-49ed-b75c-773e9b7002b3","PC","RI","ribeira-ize","jose-gomes","2021-07-02","sim",NA,NA,0,0,0,0,0,0,1,0
"2112","uuid:491a038f-44b7-435c-8187-19ceccebcbbe","PC","RI","ribeira-ize","jose-gomes","2021-07-06","sim",NA,NA,0,0,0,0,0,0,2,0
"2113","uuid:2dfb44a6-e79c-4124-851a-d53df2102442","PC","RI","ribeira-ize","jose-gomes","2021-07-09","sim",NA,NA,0,0,0,0,0,0,1,0
"2114","uuid:1d0b68ce-fdd6-430a-b9ab-a11b6ec28298","PC","RI","ribeira-ize","jose-gomes","2021-07-13","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2115","uuid:ff68a573-358b-4301-88e7-79420be1a50a","PC","RI","ribeira-ize","jose-gomes","2021-07-16","sim",NA,NA,0,0,0,0,0,0,2,0
"2116","uuid:a23e3ebe-bd2a-4444-994e-dca0f067f695","PC","RI","ribeira-ize","jose-gomes","2021-07-23","sim",NA,NA,0,0,0,0,0,0,2,0
"2117","uuid:57688dc1-3fc5-4c7a-a5cf-02ebe62b88bf","PC","RI","ribeira-ize","jose-gomes","2021-07-27","sim",NA,NA,0,0,0,0,0,0,1,1
"2118","uuid:d4db07b6-3c45-485e-bbeb-2e27634e08dd","PC","RI","ribeira-ize","jose-gomes","2021-07-30","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"2119","uuid:52090c14-aa82-411a-9e5f-1eeba98e6f87","PC","RI","ribeira-ize","jose-gomes","2021-08-03","sim",NA,NA,0,0,0,0,0,0,1,0
"2120","uuid:c71856a5-9fa4-4be0-ba93-50cb8c4a9bf4","PC","RI","ribeira-ize","jose-gomes","2021-08-06","nao-pesca","outra","Mar estava bravo",0,0,0,0,0,0,0,0
"2121","uuid:0e4a3039-96b3-4935-9c79-652cbeef46c9","PC","RI","ribeira-ize","jose-gomes","2021-08-10","sim",NA,NA,0,0,0,0,0,0,1,0
"2122","uuid:c21e2829-3d53-46e1-82e7-a5acab3cc705","PC","RI","ribeira-ize","jose-gomes","2021-08-17","sim",NA,NA,0,0,0,0,0,0,3,0
"2123","uuid:6739ff55-5b93-4b24-b51a-1c682d1a8a1b","PC","RI","ribeira-ize","jose-gomes","2021-08-20","sim",NA,NA,0,0,0,0,0,0,2,0
"2124","uuid:9a884665-1cee-47d9-aa88-4b97002ae5a8","PC","RI","ribeira-ize","jose-gomes","2021-08-24","sim",NA,NA,0,0,0,0,0,0,3,0
"2125","uuid:dbbb9d3f-ba6c-4ab1-b354-3a44e829adad","PC","RI","ribeira-ize","jose-gomes","2021-08-27","nao-pesca","outra","Nenhuma canoa n„o saiu para mar",0,0,0,0,0,0,0,0
"2126","uuid:04c9918b-c1c2-496f-ac66-2b2b23db5093","PC","RI","ribeira-ize","jose-gomes","2021-08-31","sim",NA,NA,0,0,0,0,0,0,2,0
"2127","uuid:c37fb4ef-2a72-4b06-8ce0-fb13dc991432","PC","RI","ribeira-ize","jose-gomes","2021-09-03","pessoal",NA,NA,0,0,0,0,0,0,0,0
"2128","uuid:af8c22ca-e25c-4993-ac8a-9e84c0ef41cb","PC","RI","ribeira-ize","jose-gomes","2021-09-07","sim",NA,NA,0,0,0,0,0,0,3,0
"2129","uuid:915164cd-8633-47f5-906f-ed098b93acf7","PC","RI","ribeira-ize","jose-gomes","2021-09-14","sim",NA,NA,0,0,0,0,0,0,3,0
"2130","uuid:0f071c45-2704-487b-bc36-8649f49da6f5","PC","RI","ribeira-ize","jose-gomes","2021-09-17","sim",NA,NA,0,0,0,0,0,0,2,0
"2131","uuid:b1c1bfbe-33c8-47e3-992a-fe08efc6697c","PC","RI","ribeira-ize","jose-gomes","2021-09-21","sim",NA,NA,0,0,0,0,0,0,3,0
"2132","uuid:f0205cc3-d994-4c3a-bd7b-e5db5116ce22","PC","RI","ribeira-ize","jose-gomes","2021-09-24","sim",NA,NA,0,0,0,0,0,0,4,0
"2133","uuid:2afe0a86-bac5-49a6-bc76-a0b38aff8e96","PC","RI","ribeira-ize","jose-gomes","2021-09-28","sim",NA,NA,0,0,0,0,0,0,3,0
"2134","uuid:400f80e1-fe2d-4ed0-8964-657d65745c9c","PC","RI","ribeira-ize","jose-gomes","2021-10-01","sim",NA,NA,0,0,0,0,0,0,2,0
"2135","uuid:720dad9b-8f9f-41dd-be5a-9cf03b68228f","PC","RI","ribeira-ize","jose-gomes","2021-10-05","sim",NA,NA,0,0,0,0,0,0,3,0
"2136","uuid:cc056bc8-a311-49aa-9c08-a7f46d37de9a","PC","RI","ribeira-ize","jose-gomes","2021-10-08","sim",NA,NA,0,0,0,0,0,0,2,0
"2137","uuid:1b10fbcf-553f-4cbf-be75-44f6c9b272ec","PC","RI","ribeira-ize","jose-gomes","2021-10-12","sim",NA,NA,0,0,0,0,0,0,2,0
"2138","uuid:301c66e6-0258-4eef-ad55-2faf8af5057a","PC","RI","ribeira-ize","jose-gomes","2021-10-15","nao-pesca","outra","Mar esta a bater na boca d praia mts ondas",0,0,0,0,0,0,0,0
"2139","uuid:5ed64f0b-5c23-4c51-b380-575f97169d06","PC","RI","ribeira-ize","jose-gomes","2021-10-19","sim",NA,NA,0,0,0,0,0,0,3,0
"2140","uuid:07ad3453-24aa-490c-a4cc-ee1a141b0e94","PC","RI","ribeira-ize","jose-gomes","2021-10-22","sim",NA,NA,0,0,0,0,0,0,4,0
"2141","uuid:e3cff2eb-88bd-404f-94c9-1786f81871c9","PC","RI","ribeira-ize","jose-gomes","2021-10-26","sim",NA,NA,0,0,0,0,0,0,3,0
"2142","uuid:de456b48-dafd-4213-83b1-32525cd36319","PC","RI","ribeira-ize","jose-gomes","2021-10-29","sim",NA,NA,0,0,0,0,0,0,3,0
"2143","uuid:2f2faf98-fa70-4f52-9b34-7d9222371f48","PC","RI","ribeira-ize","jose-gomes","2021-11-02","sim",NA,NA,0,0,0,0,0,0,2,0
"2144","uuid:3c092974-41dc-47fe-b420-371b23fd53b2","PC","RI","ribeira-ize","jose-gomes","2021-11-05","sim",NA,NA,0,0,0,0,0,0,3,0
"2145","uuid:5a87b627-fe54-4158-9a1a-754953247375","PC","RI","ribeira-ize","jose-gomes","2021-11-09","sim",NA,NA,0,0,0,0,0,0,2,0
"2146","uuid:63660ea4-d87e-4690-972b-1786d59de903","PC","RI","ribeira-ize","jose-gomes","2021-11-12","sim",NA,NA,0,0,0,0,0,0,3,0
"2147","uuid:cda3ebc9-de08-4a63-b976-72d89d272783","PC","RI","ribeira-ize","jose-gomes","2021-11-16","nao-pesca","nao-combustvel",NA,0,0,0,0,0,0,0,0
"2148","uuid:65b1ce59-a5c3-4001-ae1a-681dd7d0ac87","PC","RI","ribeira-ize","jose-gomes","2021-11-19","sim",NA,NA,0,0,0,0,0,0,1,0
"2149","uuid:ba0f2c47-08aa-4b91-ab6d-aad6e979e2ff","PC","RI","ribeira-ize","jose-gomes","2021-11-23","sim",NA,NA,0,0,0,0,0,0,1,0
"2150","uuid:18dfcf15-102d-49f1-8eeb-ab7c5893e4bf","PC","RI","ribeira-ize","jose-gomes","2021-11-26","sim",NA,NA,0,0,0,0,0,0,2,0
"2151","uuid:cad2455b-8e2c-4433-b62f-5fd1c53ede8c","PC","RI","ribeira-ize","jose-gomes","2021-11-30","sim",NA,NA,0,0,0,0,0,0,2,0
"2152","uuid:46484c5d-ddb4-4aa9-9941-05ac0785416d","PC","RI","ribeira-ize","jose-gomes","2021-12-03","nao-pesca","outra","Por mau tempo",0,0,0,0,0,0,0,0
"2153","uuid:14bf376a-d9df-4594-8c21-7dbb2bed5b17","PC","RI","ribeira-ize","jose-gomes","2021-12-07","sim",NA,NA,0,0,0,0,0,0,3,0
"2154","uuid:0b2b7ada-1a09-4689-b43d-35ad6fc821ec","PC","RI","ribeira-ize","jose-gomes","2021-12-10","sim",NA,NA,0,0,0,0,0,0,2,0
"2155","uuid:bbb544f0-b3be-4e40-af37-3d515e532843","PC","RI","ribeira-ize","jose-gomes","2021-12-14","pessoal",NA,NA,0,0,0,0,0,0,0,0
"2156","uuid:87dc36ff-a170-4e76-b7d9-38f6273ecdca","PC","RI","ribeira-ize","jose-gomes","2021-12-17","sim",NA,NA,0,0,0,0,0,0,1,0
"2157","uuid:b2ef2262-b01b-4450-a9fc-0ddf6d87315b","PC","RI","ribeira-ize","jose-gomes","2021-12-21","sim",NA,NA,0,0,0,0,0,0,2,0
"2158","uuid:d3c807fa-477d-4b23-832d-5f02ca329cb4","PC","RI","ribeira-ize","jose-gomes","2022-02-11","sim",NA,NA,0,0,0,0,0,0,2,0
"2159","uuid:ad2297b0-54e4-4249-ac17-33ef2590d16f","PC","RI","ribeira-ize","jose-gomes","2022-02-15","sim",NA,NA,0,0,0,0,0,0,2,0
"2160","uuid:0d687782-53d6-4598-b554-c005d44ab76c","PC","RI","ribeira-ize","jose-gomes","2022-02-18","sim",NA,NA,0,0,0,0,0,0,1,0
"2161","uuid:52e83b1e-dedf-4535-a038-c32cddc1f96e","PC","RI","ribeira-ize","jose-gomes","2022-02-22","sim",NA,NA,0,0,0,0,0,0,2,0
"2162","uuid:ed5abc59-07ec-4e3c-93b1-7090fb4bc6f0","PC","RI","ribeira-ize","jose-gomes","2022-02-25","sim",NA,NA,0,0,0,0,0,0,1,0
"2163","uuid:eccc8534-14fe-4035-b3e0-a144da9dca6c","PC","RI","ribeira-ize","jose-gomes","2022-03-01","sim",NA,NA,0,0,0,0,0,0,3,0
"2164","uuid:9336b827-4714-4af7-9bec-71ad62ede1e9","PC","RI","ribeira-ize","jose-gomes","2022-03-04","sim",NA,NA,0,0,0,0,0,0,2,0
"2165","uuid:408f100b-6312-45cd-8cfe-5366b6947f2d","PC","RI","ribeira-ize","jose-gomes","2022-03-11","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2166","uuid:c16575ee-0514-4908-ae53-12c070458d0c","PC","RI","ribeira-ize","jose-gomes","2022-03-15","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2167","uuid:c18584e5-5b0f-4109-9f96-2c34155b9d5f","PC","RI","ribeira-ize","jose-gomes","2022-03-25","sim",NA,NA,0,0,0,0,0,0,1,0
"2168","uuid:b2484937-c3da-4aab-886d-ebafc2f73e40","PC","RI","ribeira-ize","jose-gomes","2022-03-29","sim",NA,NA,0,0,0,0,0,0,1,0
"2169","uuid:88852edb-689f-4dee-a8f5-e424367f0fa8","PC","RI","ribeira-ize","jose-gomes","2022-04-01","sim",NA,NA,0,0,0,0,0,0,2,0
"2170","uuid:b98064e1-2824-4d90-9a0d-8a51eccac3da","PC","RI","ribeira-ize","jose-gomes","2022-04-05","sim",NA,NA,0,0,0,0,0,0,3,0
"2171","uuid:d7a69a59-9221-4fef-9342-79609c135220","PC","RI","ribeira-ize","jose-gomes","2022-04-08","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2172","uuid:48eb913d-e6d7-4470-a847-9dbc960a1deb","PC","RI","ribeira-ize","jose-gomes","2022-04-12","sim",NA,NA,0,0,0,0,0,0,1,0
"2173","uuid:2cdb8032-0c5d-426c-b23a-0e3549c633fe","PC","RI","ribeira-ize","jose-gomes","2022-04-15","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2174","uuid:ef905312-ae25-46a3-9b1c-e5a188e10cf9","PC","RI","ribeira-ize","jose-gomes","2022-04-19","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2175","uuid:06c19bbe-57c2-4556-9cac-88c829276a09","PC","RI","ribeira-ize","jose-gomes","2022-04-22","sim",NA,NA,0,0,0,0,0,0,2,0
"2176","uuid:93f2b293-8de4-4ce9-8e75-01397754fe19","PC","RI","ribeira-ize","jose-gomes","2022-04-26","sim",NA,NA,0,0,0,0,0,0,2,0
"2177","uuid:0e78fe42-11d8-4f01-ba01-73fe77c49ab8","PC","RI","ribeira-ize","jose-gomes","2022-04-29","sim",NA,NA,0,0,0,0,0,0,1,0
"2178","uuid:acba487a-5835-4012-8acc-c391f36868a0","PC","RI","ribeira-ize","jose-gomes","2022-05-03","sim",NA,NA,0,0,0,0,0,0,3,0
"2179","uuid:0747e300-d671-4dbc-aa63-bbcfc17306b5","PC","RI","ribeira-ize","jose-gomes","2022-05-06","sim",NA,NA,0,0,0,0,0,0,1,0
"2180","uuid:f28eeccc-b1ee-4d9b-b1b2-14a1189dceff","PC","RI","ribeira-ize","jose-gomes","2022-05-10","sim",NA,NA,0,0,0,0,0,0,1,0
"2181","uuid:ff03b03f-008e-47bd-b7a5-857aa9349ebb","PC","RI","ribeira-ize","jose-gomes","2022-05-13","sim",NA,NA,0,0,0,0,0,0,2,0
"2182","uuid:adecde0b-ccee-4054-b8d1-0a7347b4114b","PC","RI","ribeira-ize","jose-gomes","2022-05-17","sim",NA,NA,0,0,0,0,0,0,2,0
"2183","uuid:fae4e200-9c66-4ebd-9ed9-14b5421420f5","PC","RI","ribeira-ize","jose-gomes","2022-05-20","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2184","uuid:40d3e5fa-1849-4a78-bbbd-2fcf1c1a81db","PC","RI","ribeira-ize","jose-gomes","2022-05-24","sim",NA,NA,0,0,0,0,0,0,2,0
"2185","uuid:e8ccfd85-b8c1-4a3c-8f43-328a871bdefe","PC","RI","ribeira-ize","jose-gomes","2022-05-27","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2186","uuid:d40fe273-1964-4d6f-9042-65a7fed0100f","PC","RI","ribeira-ize","jose-gomes","2022-07-05","nao-pesca","outra","Nenhuma canoa saiu p mar por causa de mar brabro n boca d praia",0,0,0,0,0,0,0,0
"2187","uuid:8a829179-80cb-4b73-8ce2-53298ffb505f","PC","RI","ribeira-ize","jose-gomes","2022-07-08","sim",NA,NA,0,0,0,0,0,0,2,0
"2188","uuid:b0bcf270-60bb-41b9-aa2b-41dc03dd8895","PC","RI","ribeira-ize","jose-gomes","2022-07-12","sim",NA,NA,0,0,0,0,0,0,1,0
"2189","uuid:8b554c08-d0ed-4fe3-a5ea-b85a85bb435a","PC","RI","ribeira-ize","jose-gomes","2022-07-15","nao-pesca","outra","Mar est· MT bravo na boca d praia nenhuma embarcaÁ„o saiu para mar",0,0,0,0,0,0,0,0
"2190","uuid:19da5917-51a3-4af2-9440-42d36687a8e2","PC","RI","ribeira-ize","jose-gomes","2022-07-19","sim",NA,NA,0,0,0,0,0,0,2,0
"2191","uuid:b327a53e-576f-4bd0-bbf3-f295447b904d","PC","RI","ribeira-ize","jose-gomes","2022-07-22","pessoal",NA,NA,0,0,0,0,0,0,0,0
"2192","uuid:5a37f5c0-5de9-4f65-98c8-6249a3906011","PC","RI","ribeira-ize","jose-gomes","2022-07-26","sim",NA,NA,0,0,0,0,0,0,2,0
"2193","uuid:1c9cd2a5-d0de-4dbf-ac47-8a0fbdedd8c3","PC","RI","ribeira-ize","jose-gomes","2022-07-29","sim",NA,NA,0,0,0,0,0,0,2,0
"2194","uuid:92b50bad-7917-4fff-a753-bed202d826bd","PC","RI","ribeira-ize","jose-gomes","2022-08-02","sim",NA,NA,0,0,0,0,0,0,2,0
"2195","uuid:e44e44f3-af94-4dd7-a811-52a327cfd738","PC","RI","ribeira-ize","jose-gomes","2022-08-05","sim",NA,NA,0,0,0,0,0,0,1,0
"2196","uuid:6f8b0781-4784-49bf-aa12-25862c4a203b","PC","RI","ribeira-ize","jose-gomes","2022-08-09","sim",NA,NA,0,0,0,0,0,0,1,0
"2197","uuid:74edaa47-bd89-4efa-8cd5-a623c5b79dce","PC","RI","ribeira-ize","jose-gomes","2022-08-12","sim",NA,NA,0,0,0,0,0,0,1,0
"2198","uuid:ffb404cc-dd1c-4105-8f95-56b98c434966","PC","RI","ribeira-ize","jose-gomes","2022-08-16","nao-pesca","outra","Mar est· bravo",0,0,0,0,0,0,0,0
"2199","uuid:609f843a-485e-4aa9-9a37-47dc79c6cdcb","PC","RI","ribeira-ize","jose-gomes","2022-08-19","sim",NA,NA,0,0,0,0,0,0,3,0
"2200","uuid:82f191ca-0522-42ac-a1e2-6204973e9872","PC","RI","ribeira-ize","jose-gomes","2022-08-23","sim",NA,NA,0,0,0,0,0,0,2,0
"2201","uuid:0f0af5ea-6c74-43f1-b1de-0013a1515501","PC","RI","ribeira-ize","jose-gomes","2022-08-26","sim",NA,NA,0,0,0,0,0,0,2,0
"2202","uuid:896e5cc7-09c3-470e-98f3-a557acca9f1c","PC","RI","ribeira-ize","jose-gomes","2022-08-30","pessoal",NA,NA,0,0,0,0,0,0,0,0
"2203","uuid:af0a77c9-5b3b-4bd1-aa5e-e87ffce5e866","PC","RI","ribeira-ize","jose-gomes","2022-09-02","sim",NA,NA,0,0,0,0,0,0,3,0
"2204","uuid:b4d23b0e-2844-44ac-bad4-d3cebc5eb733","PC","RI","ribeira-ize","jose-gomes","2022-09-06","sim",NA,NA,0,0,0,0,0,0,3,0
"2205","uuid:2e7114b4-6ee2-44cc-b752-3b7bfeb047d8","PC","RI","ribeira-ize","jose-gomes","2022-09-09","sim",NA,NA,0,0,0,0,0,0,2,0
"2206","uuid:58b71ec1-3643-4c1a-af61-65069d7d9c6f","PC","RI","ribeira-ize","jose-gomes","2022-09-13","sim",NA,NA,0,0,0,0,0,0,3,0
"2207","uuid:e5a6d636-773e-4560-8e2f-3d0818d5d343","PC","RI","ribeira-ize","jose-gomes","2022-09-16","pessoal",NA,NA,0,0,0,0,0,0,0,0
"2208","uuid:19aaace9-1102-4dcc-89d0-05ffa97c3578","PC","RI","ribeira-ize","jose-gomes","2022-11-22","sim",NA,NA,0,0,0,0,0,1,3,1
"2209","uuid:ce5efa94-d47f-4cc7-a34a-1270f52705ec","PC","RI","ribeira-ize","jose-gomes","2022-11-25","sim",NA,NA,0,0,0,0,0,0,1,0
"2210","uuid:fcd7d5e1-32c0-45bf-9801-c091f0901204","PC","RI","ribeira-ize","jose-gomes","2022-11-29","sim",NA,NA,0,0,0,0,0,0,2,0
"2211","uuid:3bec381e-5af9-4fe2-9024-dbdd612f22d4","PC","RI","ribeira-ize","jose-gomes","2022-12-02","sim",NA,NA,0,0,0,0,0,0,2,0
"2212","uuid:2ba888a9-a8ad-4c5e-a0a7-d530c1bce036","PC","RI","ribeira-ize","jose-gomes","2022-12-06","sim",NA,NA,0,0,0,0,0,0,2,0
"2213","uuid:23891f03-6b7f-40da-9d22-b706d6dc3e69","PC","RI","ribeira-ize","jose-gomes","2022-12-09","sim",NA,NA,0,0,0,0,0,0,1,0
"2214","uuid:2f1c125c-b5f7-4f9d-8f2b-e2a24958c297","PC","RI","ribeira-ize","jose-gomes","2022-12-13","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2215","uuid:2915d469-91fa-4f55-9692-b415c624a410","PC","RI","ribeira-ize","jose-gomes","2022-12-16","sim",NA,NA,0,0,0,0,0,0,1,0
"2216","uuid:59759e56-e039-4ca9-b67b-f6c69a8b570d","PC","RI","ribeira-ize","jose-gomes","2022-12-20","sim",NA,NA,0,0,0,0,0,0,3,0
"2217","uuid:a4bba03e-3606-4e2c-9a97-283844e89be9","PC","RI","ribeira-ize","jose-gomes","2022-12-23","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"2218","uuid:40e57fc9-2f0b-4a2b-b31f-04e150d86522","PC","RI","ribeira-ize","jose-gomes","2022-12-27","sim",NA,NA,0,0,0,0,0,0,1,0
"2219","uuid:cd1bbe9a-90a8-4e8a-80f7-7e696a4cc611","PC","RI","ribeira-ize","jose-gomes","2022-12-30","nao-pesca","outra","Nenhuma canoa sa√≠ram para mar",0,0,0,0,0,0,0,0
"2220","uuid:f4826077-7aa1-4b74-8432-2629960e41c7","PC","RI","ribeira-ize","jose-gomes","2023-01-03","sim",NA,NA,0,0,0,0,0,0,2,0
"2221","uuid:e139690c-17a5-4e65-9f5a-a8d5a902cbf0","PC","RI","ribeira-ize","jose-gomes","2023-01-06","sim",NA,NA,0,0,0,0,0,0,2,0
"2222","uuid:a5e9b62a-fbcc-4599-879b-8e3b4e818ac9","PC","RI","ribeira-ize","jose-gomes","2023-01-10","sim",NA,NA,0,0,0,0,0,0,2,0
"2223","uuid:8545eaec-094f-4743-a006-cd95fd13de96","PC","RI","ribeira-ize","jose-gomes","2023-01-13","sim",NA,NA,0,0,0,0,0,0,2,0
"2224","uuid:3891d885-6942-4d42-ad0c-84ebe74c27d9","PC","RI","ribeira-ize","jose-gomes","2023-01-17","nao-pesca","outra","Nenhuma embarca√ß√£o saiu para o mar",0,0,0,0,0,0,0,0
"2225","uuid:4a9770a3-83a9-4b13-a16a-42ae22de4175","PC","RI","ribeira-ize","jose-gomes","2023-01-20","sim",NA,NA,0,0,0,0,0,0,2,0
